consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,clase
"buenas tardes!   he olvidado mi n&deg; de legajo, me lo podrían facilitar?  desde ya muchísimas gracias! ",0,3,12,2,2016,1,5,0,0,1,29,6,105,0.0,0.7619047619047619,2,20,10,0.85,0.047619047619047616,1,0,Consulta sobre Título Universitario
ingreso a la pagina con mi legajo 77344 y como clave mi dni por ser primer ingreso.  la página arroja el error el estudiante no cumple con los requisitos para ingresar al sistema.  por medio de la pagina deseo comenzar a tramitar el título de licenciada.  qué debería hacer?  ,6,3,4,1,2017,2,2,1,1,1,5,13,276,0.0,0.7753623188405797,4,54,30,0.7407407407407407,0.014492753623188406,3,1,Situación Académica
ingreso a la pagina con mi legajo 77344 y como clave mi dni por ser primer ingreso.  la página arroja el error el estudiante no cumple con los requisitos para ingresar al sistema.  por medio de la pagina deseo comenzar a tramitar el título de licenciada.  qué debería hacer?  ,6,3,4,1,2017,2,2,1,1,1,5,13,276,0.0,0.7753623188405797,4,54,30,0.7407407407407407,0.014492753623188406,3,1,Ingreso a la Universidad
estoy haciendo la pre-inscripción vía web y no recibí el e-mail correspondiente al paso 2. el primer correo lo recibí al segundo pero el segundo correo todavía no lo recibí. volví a ingresar a la página y completé la solicitud de preinscripción de nuevo para ver si había sido un error espontáneo y me dice que estoy en trámite vigente y que me reenviaron el correo pero tampoco lo recibí ,0,4,10,2,2017,3,7,0,0,0,0,6,389,0.0,0.8071979434447301,14,71,40,0.676056338028169,0.005141388174807198,2,0,Problemas con la Clave
estoy haciendo la pre-inscripción vía web y no recibí el e-mail correspondiente al paso 2. el primer correo lo recibí al segundo pero el segundo correo todavía no lo recibí. volví a ingresar a la página y completé la solicitud de preinscripción de nuevo para ver si había sido un error espontáneo y me dice que estoy en trámite vigente y que me reenviaron el correo pero tampoco lo recibí ,0,4,10,2,2017,3,7,0,0,0,0,6,389,0.0,0.8071979434447301,14,71,40,0.676056338028169,0.005141388174807198,2,0,Boleto Universitario
"buenos días, me comunico con usted porque me aparece, al entrar a mi situación académica, que no me encuentro regular en la carrera y que tenia un tramite pendiente para regularizarla y que me mandaron un mail.  queria saber porque me aparece eso y el mail nunca lo recibi en ningun lado ni en spam  ",0,2,3,1,2019,0,4,2,1,0,43,6,300,0.0,0.7966666666666666,3,58,33,0.7586206896551724,0.013333333333333334,1,0,Requisitos de Ingreso
"hola, por que la página me dice que no cumplo los requisitos para la incriocion a la cursada si yo me inscribi en octubre ",0,3,2,1,2019,1,8,0,0,1,18,4,122,0.0,0.7950819672131147,1,25,17,0.84,0.008196721311475409,1,0,Ingreso a la Universidad
"hola , no pude realizar la inscripción online si me acerco ala universidad puedo realizarla igual? ",1,3,10,2,2019,3,5,0,0,1,0,4,99,0.0,0.8181818181818182,1,17,9,1.0,0.020202020202020204,1,0,Requisitos de Ingreso
"hola , no pude realizar la inscripción online si me acerco ala universidad puedo realizarla igual? ",1,3,10,2,2019,3,5,0,0,1,0,4,99,0.0,0.8181818181818182,1,17,9,1.0,0.020202020202020204,1,0,Requisitos de Ingreso
solicito certificado de materias aprobadas ,0,1,3,1,2019,2,2,1,1,1,5,6,43,0.0,0.8837209302325582,0,6,2,1.0,0.0,1,0,Cursadas
solicito certificado de materias aprobadas ,0,1,3,1,2019,2,2,1,1,1,5,6,43,0.0,0.8837209302325582,0,6,2,1.0,0.0,1,0,Boleto Universitario
mi sube dice que soy beneficiaria de alguna tarifa pero no es verdad ,4,3,5,1,2019,1,7,4,1,1,2,4,69,0.0,0.8115942028985508,0,14,10,1.0,0.0,1,0,Ingreso a la Universidad
mi sube dice que soy beneficiaria de alguna tarifa pero no es verdad ,4,3,5,1,2019,1,7,4,1,1,2,4,69,0.0,0.8115942028985508,0,14,10,1.0,0.0,1,0,Cambio de Carrera
kiero inscribirme para aspirante de enfermeria ,5,2,8,2,2017,1,2,0,0,1,0,4,47,0.0,0.8723404255319149,0,7,3,1.0,0.0,1,0,Ingreso a la Universidad
kiero inscribirme para aspirante de enfermeria ,5,2,8,2,2017,1,2,0,0,1,0,4,47,0.0,0.8723404255319149,0,7,3,1.0,0.0,1,0,Ingreso a la Universidad
hola! no puedo verificar mi documento en acceso para aspirantes  ,2,3,12,2,2018,2,6,0,0,1,3,7,65,0.0,0.8153846153846154,0,12,6,0.9166666666666666,0.015384615384615384,1,0,Boleto Universitario
"hola, estoy intentando inscribirme en las materias para comenzar a cursar y la pagina no me lo permite. aparece un carten donde explica que me van a mandar un mail y el mismo nunca llega. tambien aparece otro cartel diciendo que realizo muchos intentos y la realidad es que fue la primera vez en averiguar. ",0,3,2,1,2018,3,7,0,0,1,27,6,307,0.0,0.8078175895765473,0,56,29,0.8035714285714286,0.013029315960912051,3,0,Consulta sobre Título Universitario
"al intentar inscribirme en las asignaturas, me salta el siguiente mensaje: &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; quisiera saber cual es el problema gracias. ",0,3,2,1,2019,1,8,0,0,0,17,13,217,0.0,0.8156682027649771,1,32,15,0.96875,0.03225806451612903,3,0,Boleto Universitario
"al intentar inscribirme en las asignaturas, me salta el siguiente mensaje: &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; quisiera saber cual es el problema gracias. ",0,3,2,1,2019,1,8,0,0,0,17,13,217,0.0,0.8156682027649771,1,32,15,0.96875,0.03225806451612903,3,0,Reincorporación
"hace unas semanas me anote en la unlu, sede campana, y queria ingresar al portal de aspirantes, pero aparece como q no estoy registrada. ",5,1,11,2,2018,2,7,0,0,1,27,6,137,0.0,0.7956204379562044,0,25,14,1.0,0.0291970802919708,1,0,Boleto Universitario
"hace unas semanas me anote en la unlu, sede campana, y queria ingresar al portal de aspirantes, pero aparece como q no estoy registrada. ",5,1,11,2,2018,2,7,0,0,1,27,6,137,0.0,0.7956204379562044,0,25,14,1.0,0.0291970802919708,1,0,Cursadas
"buen dia, quería consultar por inscripción para el 2do cuatrimestre, desde ya muchas gracias. alejandra ",0,4,6,1,2017,0,2,0,0,0,1,1,104,0.0,0.8173076923076923,2,16,8,1.0,0.02884615384615385,1,0,Cursadas
"buen dia, quería consultar por inscripción para el 2do cuatrimestre, desde ya muchas gracias. alejandra ",0,4,6,1,2017,0,2,0,0,0,1,1,104,0.0,0.8173076923076923,2,16,8,1.0,0.02884615384615385,1,0,Boleto Universitario
"buenas tardes,no puedo ingresar para la inscricion de examenes pongo numero de lejago y la clave que me dieron y me dice que es incorrecto ,me podrian decir que puedo hacer para ingresar .muchas gracias.   ",0,2,12,2,2018,3,1,4,1,1,7,6,206,0.0,0.8009708737864077,0,38,19,0.7105263157894737,0.019417475728155338,2,0,Pedido de Certificados
"perdi mi sube con la que registre el boleto para la unlu, la di por perdida en la pagina de sube, como ago para ingresarla otra vez porque no me deja me sale como beneficio asignado  ",1,1,4,1,2019,3,8,4,1,1,54,4,183,0.0,0.7868852459016393,0,38,27,0.8157894736842105,0.01092896174863388,1,0,Boleto Universitario
"perdi mi sube con la que registre el boleto para la unlu, la di por perdida en la pagina de sube, como ago para ingresarla otra vez porque no me deja me sale como beneficio asignado  ",1,1,4,1,2019,3,8,4,1,1,54,4,183,0.0,0.7868852459016393,0,38,27,0.8157894736842105,0.01092896174863388,1,0,Ingreso a la Universidad
quiero inscribirme a las materias de la carrera pero me arroja el mensaje de &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; que tengo que hacer  ,0,3,2,1,2019,0,6,0,0,1,54,4,196,0.0,0.8061224489795918,1,33,18,0.8787878787878788,0.020408163265306117,2,0,Boleto Universitario
quiero inscribirme a las materias de la carrera pero me arroja el mensaje de &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; que tengo que hacer  ,0,3,2,1,2019,0,6,0,0,1,54,4,196,0.0,0.8061224489795918,1,33,18,0.8787878787878788,0.020408163265306117,2,0,Cursadas
"buenas noches, mi consulta es la siguiente.yo hace un tiempo atrás hice la simultaneidad de carrera con la lic.en administración. el problema mio es que no me acuerdo el legajo de esa carrera, revisé mi mail donde me lo habian enviado pero no lo encuentro. me podrían pasar el legajo vía mail ? gracias ",0,2,2,1,2018,3,4,1,1,1,54,4,303,0.0,0.7986798679867987,5,55,32,0.7636363636363637,0.0231023102310231,4,0,Pedido de Certificados
"buenas noches, mi consulta es la siguiente.yo hace un tiempo atrás hice la simultaneidad de carrera con la lic.en administración. el problema mio es que no me acuerdo el legajo de esa carrera, revisé mi mail donde me lo habian enviado pero no lo encuentro. me podrían pasar el legajo vía mail ? gracias ",0,2,2,1,2018,3,4,1,1,1,54,4,303,0.0,0.7986798679867987,5,55,32,0.7636363636363637,0.0231023102310231,4,0,Cursadas
"buenas tardes,  me dicen que tengo que reincribirme pero no puedo acceder a la direccion del correo que me indican que me va ha llegar debido que la cuenta fue bloqueada. les pido por favor si pueden enviarme el enace para realizar la reincripcion a esta cuenta . hasta que pueda acceder a mi cuenta . gracias y espero su respuesta ",1,4,2,1,2017,2,1,1,1,1,5,13,332,0.0,0.8012048192771084,0,63,35,0.7460317460317459,0.012048192771084338,3,0,Problemas con la Clave
"buenas tardes,  me dicen que tengo que reincribirme pero no puedo acceder a la direccion del correo que me indican que me va ha llegar debido que la cuenta fue bloqueada. les pido por favor si pueden enviarme el enace para realizar la reincripcion a esta cuenta . hasta que pueda acceder a mi cuenta . gracias y espero su respuesta ",1,4,2,1,2017,2,1,1,1,1,5,13,332,0.0,0.8012048192771084,0,63,35,0.7460317460317459,0.012048192771084338,3,0,Pedido de Certificados
"buenos días, al solicitar el boleto estudiantil provincial, me figura que ya poseo ese beneficio, pero jamas se me acreditó cuando consulte las terminales! mi sube es la 6061 2682 2964 0855. gracias! ",2,4,7,1,2019,0,4,2,1,1,25,6,200,0.0,0.725,2,34,18,0.9705882352941176,0.03,1,0,Pedido de Certificados
"buenos días, al solicitar el boleto estudiantil provincial, me figura que ya poseo ese beneficio, pero jamas se me acreditó cuando consulte las terminales! mi sube es la 6061 2682 2964 0855. gracias! ",2,4,7,1,2019,0,4,2,1,1,25,6,200,0.0,0.725,2,34,18,0.9705882352941176,0.03,1,0,Boleto Universitario
hola! como hago para anotarme en un final?? ,0,4,6,1,2016,0,6,0,0,0,4,6,44,0.0,0.75,0,9,6,1.0,0.06818181818181818,1,0,Boleto Universitario
hola! como hago para anotarme en un final?? ,0,4,6,1,2016,0,6,0,0,0,4,6,44,0.0,0.75,0,9,6,1.0,0.06818181818181818,1,0,Requisitos de Ingreso
no me enviaron el numero de legajo tengo que acercarme a la sede de san miguel ,1,3,2,1,2017,2,1,0,0,1,7,8,79,0.0,0.7974683544303798,0,17,11,0.9411764705882352,0.0,1,0,Ingreso a la Universidad
"hice la pre-inscripcion online en fecha, luego fui a llevar los papeles a la universidad y me dijeron que de a partir del 5 de febrero podia elegir las asignaturas online, pero hoy 14 de febrero, cuando voy a hacer la inscripcion me dice &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; y yo creo haber cumplido todos los requisitos. ",2,2,2,1,2018,2,7,0,0,0,0,11,383,0.0,0.793733681462141,1,66,37,0.8181818181818182,0.020887728459530026,3,0,Boleto Universitario
"hice la pre-inscripcion online en fecha, luego fui a llevar los papeles a la universidad y me dijeron que de a partir del 5 de febrero podia elegir las asignaturas online, pero hoy 14 de febrero, cuando voy a hacer la inscripcion me dice &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; y yo creo haber cumplido todos los requisitos. ",2,2,2,1,2018,2,7,0,0,0,0,11,383,0.0,0.793733681462141,1,66,37,0.8181818181818182,0.020887728459530026,3,0,Requisitos de Ingreso
"hola yo ya llene el formulario para inscribirse,  pero quiero saber si les salto,  asi se si ir con los papeles e incribirme.  ",2,4,10,2,2016,2,6,0,0,1,3,4,127,0.0,0.7716535433070866,0,27,19,0.8518518518518519,0.023622047244094488,1,0,Cursadas
"hola yo ya llene el formulario para inscribirse,  pero quiero saber si les salto,  asi se si ir con los papeles e incribirme.  ",2,4,10,2,2016,2,6,0,0,1,3,4,127,0.0,0.7716535433070866,0,27,19,0.8518518518518519,0.023622047244094488,1,0,Ingreso a la Universidad
buenas noches.perdon por la hora. queria hacer una consulta!  inicie el tramite del boleto estudiantil pero me aparece como que tengo un beneficio y no tengo ninguno. si usted me podria ayudar se lo agradeceria mucho! desde ya muchas gracias. ,4,4,3,1,2019,3,7,4,1,1,43,4,243,0.0,0.8065843621399177,0,42,19,0.9285714285714286,0.02469135802469136,4,0,Requisitos de Ingreso
buenas noches.perdon por la hora. queria hacer una consulta!  inicie el tramite del boleto estudiantil pero me aparece como que tengo un beneficio y no tengo ninguno. si usted me podria ayudar se lo agradeceria mucho! desde ya muchas gracias. ,4,4,3,1,2019,3,7,4,1,1,43,4,243,0.0,0.8065843621399177,0,42,19,0.9285714285714286,0.02469135802469136,4,0,Ingreso a la Universidad
"corregir datos erróneos sobre mi domicilio. domicilio calle los juncos s/n ,e/ las camelias y el  irupe, barrio san pedro - lujan actualizar teléfono 02323529541 (no me permite realizar cambios sobre estos datos,solicitó sean actualizados). ",3,2,3,1,2016,3,3,3,1,1,52,11,241,0.0,0.7634854771784232,3,37,14,0.9459459459459459,0.020746887966804985,2,0,Ingreso a la Universidad
"mi consulta es cuanto tiempo tarda en llegar el numero de legajo al hotmail, después de haber hecho la confirmación de materias a cursar en el primer cuatrimestre. desde ya muchas gracias. ",4,3,2,1,2016,1,6,0,0,1,3,6,189,0.0,0.8148148148148148,2,33,14,0.8787878787878788,0.015873015873015872,2,0,Ingreso a la Universidad
"hola, quería inscribirme a la carrera de profesorado en ed. física pero la misma no aparece en el listado de la inscripción vía web. ",0,1,12,2,2017,3,5,0,0,1,43,4,133,0.0,0.7969924812030075,4,25,15,0.84,0.022556390977443608,2,0,Ingreso a la Universidad
"hola, quería inscribirme a la carrera de profesorado en ed. física pero la misma no aparece en el listado de la inscripción vía web. ",0,1,12,2,2017,3,5,0,0,1,43,4,133,0.0,0.7969924812030075,4,25,15,0.84,0.022556390977443608,2,0,Boleto Universitario
hola quisiera generar mi legajo pero no se los pasos a seguir  ,0,2,2,1,2016,2,4,0,0,1,3,6,63,0.0,0.7936507936507936,0,14,9,0.9285714285714286,0.0,1,0,Boleto Universitario
hola quisiera generar mi legajo pero no se los pasos a seguir  ,0,2,2,1,2016,2,4,0,0,1,3,6,63,0.0,0.7936507936507936,0,14,9,0.9285714285714286,0.0,1,0,Requisitos de Ingreso
"elementos de matematica (administracion) dia, horario y aula para cursar.  introduccion a la administracion  idem.  muchas gracias! ",0,5,2,1,2016,1,8,3,1,1,3,4,132,0.0,0.803030303030303,0,21,11,0.8571428571428571,0.030303030303030307,2,0,Boleto Universitario
 queria solicitar el porcentaje de materias aprobadas para ingreso a la docencia ,2,3,2,1,2016,3,2,1,1,1,5,13,81,0.0,0.8395061728395061,0,14,7,0.9285714285714286,0.0,1,0,Cursadas
 queria solicitar el porcentaje de materias aprobadas para ingreso a la docencia ,2,3,2,1,2016,3,2,1,1,1,5,13,81,0.0,0.8395061728395061,0,14,7,0.9285714285714286,0.0,1,0,Requisitos de Ingreso
"hola queria saber si las inscripción a las materias ya cerro , por he estado dos semanas sin poder acceder a internet  ",1,5,7,1,2019,2,8,4,1,0,54,4,119,0.0,0.7983193277310925,1,24,14,0.875,0.008403361344537815,1,0,Pedido de Certificados
el sistema no me deja acceder al formulario estudiantil ; solo dice error de ceetificacion ,0,1,3,1,2018,1,1,2,1,1,5,6,91,0.0,0.8241758241758241,0,16,10,1.0,0.01098901098901099,1,0,Ingreso a la Universidad
el sistema no me deja acceder al formulario estudiantil ; solo dice error de ceetificacion ,0,1,3,1,2018,1,1,2,1,1,5,6,91,0.0,0.8241758241758241,0,16,10,1.0,0.01098901098901099,1,0,Reincorporación
"necesito un certificado de materias aprobado , taller de escritura. no recuerdo el número de mi legajo , para ser presentado en la unsam , tengo plazo hasta el 22 del corriente. desde ya muchas gracias !! martin querol aubone lic administracion  ",1,2,12,2,2016,3,3,0,0,1,3,13,246,0.0,0.7886178861788617,1,44,22,0.8636363636363636,0.028455284552845524,2,0,Cursadas
"buen día,  quería saber si tienen información de por qué no se me acreditó el dinero del boleto estudiantil de febrero y marzo de 2018.  muchas gracias ",1,1,4,1,2018,0,4,2,1,1,1,6,152,0.0,0.7697368421052632,5,30,17,0.8666666666666667,0.013157894736842105,1,0,Exámenes
