Consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura
"perdí mi tarjeta sube con el beneficio, ya tengo una nueva pero no puedo aplicar el beneficio en esa misma ",2,4,10,2,2019,1,6,3,1,0,27,4,107,0.0,0.8037383177570093,1,21,12,0.9523809523809524,0.009345794392523364,1,0
hola buenos días  necesitaba el legajo de la carrera que estoy anotado en simultáneo (técnico universitario en insapeccion de alimentos) mi legajo principal es 125734.                                      muchas gracias ,2,5,11,2,2016,0,3,2,1,0,1,6,220,0.0,0.6636363636363637,3,66,50,0.3787878787878788,0.004545454545454545,1,0
"quiero anotarme en las materias y no puedo ingresar, me dice que no cumplu con los requisitos ",2,1,3,1,2017,2,6,3,1,1,54,4,94,0.0,0.8085106382978723,0,18,11,0.9444444444444444,0.010638297872340424,1,0
como obtengo clave para ingresar al la plataforma ,4,1,5,1,2016,2,1,1,1,1,54,6,50,0.0,0.84,0,9,5,1.0,0.0,1,0
no puedo ingrasar a mi cuenta con mi contraseña. intente en &quot;&iquest;he olvidado mi contraseña? y aparece como estudiante inhabilitado ,0,2,12,2,2016,3,4,3,1,1,3,6,140,0.0,0.8142857142857143,0,21,10,0.9047619047619048,0.028571428571428567,1,0
hola queria saber como es para pedir el certificado del porcentaje de materias aprobadas. porque en la parte  de certificados lo unico que aparece es el certificado de estudiante regular. ,6,1,3,1,2017,3,4,2,1,1,5,6,188,0.0,0.8244680851063829,0,32,17,0.8125,0.010638297872340424,2,0
deseo restablecer mi clave ,3,5,8,2,2017,1,1,1,1,1,29,6,27,0.0,0.8518518518518519,0,5,2,1.0,0.0,1,0
buenas noches. quisiera saber si aún  tengo vigente el boleto estudiantil en la universidad. dado que no se han realizado las últimas recargas de boleto estudiantil en mi sube. uds tienen forma de revisar esta info? desde ya muchas gracias. saludos ,1,3,8,2,2019,3,3,3,1,1,54,6,249,0.0,0.8112449799196787,2,43,20,0.8837209302325582,0.02008032128514056,4,0
"buenas tarde, tengo un inconveniente al querer ingresar a mi cuenta de estudiante, para inscribirme a los examenes finales, cuando quiero ingresar surge un enunciado que dice que el estudiante no reune los requisitos, saludos.. ",0,2,12,2,2018,1,5,4,1,1,25,6,228,0.0,0.8201754385964912,0,36,16,0.8611111111111112,0.02631578947368421,2,0
"hola buenas tardes , mi inconveniente es que ingreso a la inscripcion y no me mandan al correo el resto de los pasos para continuar la inscripcion..muchas gracias ",4,3,2,1,2018,1,6,0,0,0,54,6,163,0.0,0.8098159509202454,0,29,17,0.9655172413793104,0.018404907975460124,2,0
"he perdido la condición de regular, quiero saber que trámite debo hacer para regularizarme ",0,2,4,1,2019,1,1,2,1,1,4,6,91,0.0,0.8351648351648352,2,15,7,1.0,0.01098901098901099,1,0
sigo sin poder entrar a mi perfil me sigue diciendo que la clave o el numero de legajo son incorrectos ,5,1,7,1,2017,0,2,3,1,1,5,6,103,0.0,0.8058252427184466,0,21,12,1.0,0.0,1,0
"hola, quería saber si hay algún problema con la acreditación del boleto estudiantil o es alguna cuestión en particular mía ya que hace un mes que no se me acredita y yo sigo cursando el segundo cuatrimestre normalmente. saludos ",1,4,9,2,2019,0,2,1,1,1,27,6,228,0.0,0.8201754385964912,5,40,23,0.975,0.008771929824561403,1,0
"buenas tardes, consulta, me inscribí en un examen final pero no puedo presentarme, debo notificarlo o directamente se me marcará ausente? muchas gracias  ",3,3,2,1,2018,2,5,3,1,1,27,4,154,0.0,0.8181818181818182,2,25,11,0.92,0.025974025974025976,1,0
hola no me llego el correo electronico para continuar con la inscripcion...me podrian ayudar? gracias ,2,3,2,1,2018,1,2,0,0,1,33,6,102,0.0,0.8137254901960784,0,16,8,1.0,0.0392156862745098,3,0
"buenas tardes, necesito el certificado analitico de materias rendidas con porcentaje. &iexcl;gracias!!! ",0,3,3,1,2017,1,2,1,1,1,8,13,104,0.0,0.8173076923076923,0,13,4,1.0,0.0576923076923077,1,0
no me llega a mi casilla de correo electronico el mail para la preinscripcion a las cursadas del primer cuatrimestre ,2,3,2,1,2018,2,7,0,0,1,43,4,117,0.0,0.8290598290598291,0,21,13,0.9523809523809524,0.0,1,0
"hola, quiero inscribirme a los horarios de las materias. pero me salta un cartelito que dice que no cumplo con los requisitos necesarios. ayudenme por favor ",0,3,2,1,2019,1,8,0,0,1,43,11,157,0.0,0.8152866242038217,0,27,15,0.925925925925926,0.01910828025477707,2,0
"buenas noches, mi consulta es la siguiente.yo hace un tiempo atrás hice la simultaneidad de carrera con la lic.en administración. el problema mio es que no me acuerdo el legajo de esa carrera, revisé mi mail donde me lo habian enviado pero no lo encuentro. me podrían pasar el legajo vía mail ? gracias ",0,2,2,1,2018,3,4,1,1,1,54,4,303,0.0,0.7986798679867987,5,55,32,0.7636363636363637,0.0231023102310231,4,0
quize ver lo del boleto estudiantil provincial pero dice que soy beneficiaria.. como puedo hacer para saber bien como me hacen cargas por el beneficio de boleto estudiantil expliquen por que noce como es desde 11/6 me aparecio una carga de $810  me gustaria saber cuando hacen las cargas y donde puedo controlar eso ,3,4,6,1,2019,3,6,4,1,1,3,4,316,0.0,0.7943037974683544,0,56,31,0.75,0.006329113924050633,2,0
me inscribí y no me deja seguir me pone dirigirse a la sede más cercana me pone que figuro como alumna ,2,3,10,2,2018,2,1,0,0,1,15,4,103,0.0,0.7961165048543689,2,22,16,0.8181818181818182,0.0,1,0
"hola buenas tardes , completé el formulario para que se me acredite la carga de sube hace mucho y tuve el problema de que  a todos se le acreditó el beneficio y a mi al apoyar la sube en el tas no recibo nada , y el proceso lo hice con mis compañeros que ya van por su segunda acreditación , quisiera saber que esta pasando , desde ya muchas gracias ",3,1,5,1,2019,2,7,4,1,1,43,6,350,0.0,0.7828571428571428,3,73,50,0.7397260273972602,0.011428571428571429,1,0
buenas tardes genero la clave y dice que la mandan al mail pero no he recibido nada. la pueden blanquear? saludo atte.- tengo miedo de no poder inscribirme.- ,4,4,2,1,2018,3,2,1,1,1,54,6,158,0.0,0.7848101265822784,0,29,14,0.8965517241379308,0.02531645569620253,3,0
solicito recuperar la clave de mi perfil ya que no me llega en mail para poder recuperarla ,4,2,2,1,2018,3,5,2,1,1,5,6,91,0.0,0.8131868131868132,0,18,11,1.0,0.0,1,0
"buenos dias, cuando intento hacer el boleto provincial me salta error y no se cual es el motivo ya que entregue la constancia de titulo en tramite, tengo sube a mi nombre y soy ingresante ",0,1,3,1,2018,1,7,3,1,1,1,6,188,0.0,0.8031914893617021,0,36,19,0.9444444444444444,0.010638297872340424,1,0
"buenas tardes! cuando procedo a inscribir las materias a cursar me sale el siguiente mensaje ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas. quisiera saber que debo hacer para realizar la inscripción de las materias. me despido cordialmente de ustedes, esperando una respuesta satisfactoria a mi solicitud.  ",0,3,2,1,2019,2,8,0,0,1,4,4,346,0.0,0.8294797687861272,2,54,26,0.8333333333333334,0.017341040462427744,4,0
que tal...  soy egresado pero se me requiere el promedio de la carrera y noto que cuando quiero restablecer mi clave para generar una nueva y pongo mis datos al hacer click &quot; olvide mi clave &quot; me dice que soy &quot; estudiante inhabilitado &quot;   podrian solucionarlo por favor.    gracias.  ,3,3,11,2,2018,0,4,2,1,1,27,6,304,0.0,0.7697368421052632,0,58,31,0.7068965517241379,0.02960526315789473,5,0
"motivo regularización de estudiante,  ya que no puedo inscribirme a alguna materia hace varias semanas ",6,3,3,1,2019,2,3,1,1,1,55,4,103,0.0,0.8349514563106796,1,17,8,0.9411764705882352,0.009708737864077669,1,0
"quiero anotarme para cursar el segundo cuatrimestre , redir la materia de introducción a la administración que quede regular y no me permite por el numero de legajo o clave  ",3,2,8,2,2019,2,3,4,1,1,3,6,174,0.0,0.8160919540229885,2,32,17,0.875,0.005747126436781609,1,0
hola en el portal del boleto estudiantil no me deja registrarme apreto el boton verde y me dice no se ah podido.hay algun problema? ,4,3,8,2,2017,3,5,2,1,1,52,4,132,0.0,0.803030303030303,0,25,15,0.88,0.015151515151515154,1,0
todavía no me cargaron la sube y ya intenten en varios puntos quería saber si tengo que hacer otro tramite para que me la carguen ,3,1,4,1,2018,3,6,3,1,1,27,6,130,0.0,0.8076923076923077,2,26,15,0.8846153846153846,0.0,1,0
"buenas tardes, intenté ingresar a consultar servicios académicos y no puedo.... el mje es &quot;el estudiante no cumple con los requisitos para ingresar al sistema&quot;.  aguardo vuestros comentarios, muchas gracias, ",2,4,6,1,2016,1,2,1,1,1,3,6,218,0.0,0.8027522935779816,2,32,13,0.90625,0.045871559633027525,5,0
hola no puedo ingresar a mi perfil cada vez que pongo mi clave dice estudiante inhabilitado y quiero saber por que no puedo ingresar gracias  ,2,1,12,2,2016,1,6,3,1,1,5,4,142,0.0,0.8169014084507042,0,27,15,0.7777777777777778,0.0,1,0
no puedo ingresar a servicio académico para anotarme a los finales ni restablecer mi contraseña ya que me dice que soy alumno inhabilitado. no entiendo cual es el problema. gracias  ,2,2,12,2,2016,1,6,3,1,1,2,6,182,0.0,0.8186813186813187,1,32,19,0.875,0.01098901098901099,2,0
"buenas tardes. consulto por mi situación academica, hasta cuando tengo la regularidad, y si en caso que la pierda qué trámites debo hacer? gracias saludos cordiales ",1,3,2,1,2018,1,2,3,1,1,54,11,165,0.0,0.8181818181818182,3,27,12,0.9629629629629628,0.02424242424242424,1,0
buen día. quería saber las razones por las cuales hasta la fecha no tengo cargada la nota correspondiente al examen final de impuestos ii (fecha del final: 06/08) ya que el profesor presentó el acta la semana pasada y hay compañeros que ya tienen la nota en situación académica desde el viernes 09/08. aguardo su pronta respuesta. saludos. ,2,2,8,2,2019,0,4,1,1,1,54,6,340,0.0,0.7794117647058824,5,59,29,0.8474576271186439,0.014705882352941175,4,0
"hola quería saber como hacia para anotarme a las materias, espero su respuesta gracias  ",0,1,2,1,2018,1,6,0,0,1,43,4,88,0.0,0.8181818181818182,1,16,8,0.9375,0.011363636363636364,1,0
no me enviaron el numero de legajo tengo que acercarme a la sede de san miguel ,1,3,2,1,2017,2,1,0,0,1,7,8,79,0.0,0.7974683544303798,0,17,11,0.9411764705882352,0.0,1,0
cambio de horarios de materias ,3,4,2,1,2018,3,5,1,1,1,52,4,31,0.0,0.8387096774193549,0,6,3,0.8333333333333334,0.0,1,0
"buen dia yo quise tramitar el título técnico en la página, y en la pestaña en la que me pide que escriba el nombre del título, la página me da unos datos míos y en el dato sexo hay una f, que debo hacer para que me corrijan ese error? ",2,3,8,2,2017,0,2,1,1,0,54,6,235,0.0,0.7702127659574468,6,51,37,0.7254901960784313,0.01702127659574468,1,0
perdi la regularidad como alumna. y en mi correo no me aparece formulario de reinscripcion ,4,3,5,1,2019,0,1,1,1,1,5,6,91,0.0,0.8241758241758241,0,16,9,1.0,0.01098901098901099,1,0
"hola, buenas tardes. mi consulta es debido a que mi tarjeta sube se rompió, y me vi obligado a asociarme a una nueva tarjeta sube. el problema es que el beneficio estaba incluido en la tarjeta anterior ( ya le di de baja, numero de gestion 9350300-c4n9m5)  &iquest;como puedo obtener el beneficio nuevamente ?  gracias ",0,3,5,1,2019,1,4,2,1,1,27,6,319,0.0,0.7554858934169278,1,58,30,0.7758620689655172,0.0219435736677116,2,0
"buen día, queria consultar con quien puedo hablar por el tema del boleto estudiantial. muchas gracias. ",3,3,4,1,2018,2,8,0,0,1,25,4,103,0.0,0.8155339805825242,1,17,8,1.0,0.029126213592233014,2,0
hola buenas noches quería saber alguna fecha estimativa de la aprobación  los cambios de comisión . muchas gracias  ,1,1,4,1,2016,3,4,2,1,1,54,6,116,0.0,0.8189655172413793,3,21,9,0.8571428571428571,0.008620689655172414,1,0
"hola! necesito hacer el boleto estudiantil, pero en la página figura fuera de servicio. en la página de estudiantes publicaron que se puede hacer desde la página de la universidad e ingresar a siu guaraní (cosa que no encuentro) y la única opción de trámite es la mencionada que no funciona. cómo se resuelve? gracias! ",5,2,3,1,2019,2,2,4,1,0,43,6,319,0.0,0.8025078369905956,8,56,28,0.7142857142857143,0.01880877742946709,2,0
"hola, soy aspirante a la carrera de ciencias de la educación. ya presenté la constancia de título en trámite. hoy, pasadas 72hs quise inscribirme y la pagina web me indica que me mandaron un mail para seguir con la preinscripcion, pero entro al mail y no tengo ningun correo de unlu. ansio respuesta. desde ya muchas gracias. maría elisa. ",0,3,2,1,2018,1,7,0,0,1,4,4,339,0.0,0.7935103244837758,5,60,31,0.8166666666666667,0.02654867256637168,6,0
"no me deja inscribirme a las cursadas, me salta que yo no cumple con los requisitos necesarios para confirmar . ",0,3,2,1,2019,0,7,0,0,0,43,4,112,0.0,0.8035714285714286,0,21,14,0.9047619047619048,0.017857142857142856,1,0
quisiera poder anotarme para comenzar la carrera de contador publio me gustaria saber que documentacion preciso poruqe en 2014 curse comercio internacional si neesito presentar toda la documentacion nueva o no? ,2,3,2,1,2017,1,3,2,1,1,54,6,211,0.0,0.8293838862559242,0,32,13,0.9375,0.0047393364928909965,1,0
buenos dias.cuando ingreso numero de legajo y clave me aparece que el estudiante no cumple con los requisitos. como puedo solucionarlo? desde ya muchas gracias espero su respuesta  ,6,2,2,1,2017,2,5,3,1,1,2,4,181,0.0,0.8232044198895028,0,30,13,0.9666666666666668,0.016574585635359115,2,0
"hola, consulta: cuánto tiempo tengo para rendir el final después de quedar regular?  gracias. ",2,2,11,2,2018,2,2,2,1,1,54,6,94,0.0,0.7978723404255319,2,16,5,0.9375,0.0425531914893617,1,0
no puedo inscribirme ,5,1,3,1,2019,1,2,2,1,1,27,6,21,0.0,0.8571428571428571,0,4,2,1.0,0.0,1,0
hola buenas tardes queria consultar porque yo inicie por la web la inscripcion y me dice que me reenviaron al correo para seguir con los siguientes pasos pero no me llego nada...queria saber que tengo que hacer..si acercarme a la universidad o esperar...desde ya muchas gracias... ,0,1,12,2,2017,2,1,0,0,1,0,6,281,0.0,0.797153024911032,0,47,25,0.8723404255319149,0.039145907473309614,11,0
hola yo hice el tramite de la sube hace 1 mes y la registre...pero me la robaron hace 1 semana y ahora tengo otra...y como ya empezaron a hacer lo de entregar los 500$ ala sube a mi no me va a llegar... q deberia hacer? ,1,2,4,1,2019,1,7,4,1,1,5,4,220,0.0,0.7181818181818181,0,47,34,0.7872340425531915,0.045454545454545456,9,0
el sistema sigue rechazado mi legajo y    clave. por lo cual me impide inscribirme a las materias correspondientes al primer cuatrimestre ,2,1,3,1,2019,3,5,2,1,1,2,4,138,0.0,0.8188405797101449,0,25,14,0.88,0.007246376811594203,1,0
como inisiar el tramite del boleto estudiantil ,1,4,3,1,2018,0,8,4,1,1,5,4,47,0.0,0.851063829787234,0,8,4,1.0,0.0,1,0
"estimados, solicito a la universidad una constancia para presentar ante el trabajo que conste que soy estudiante de dicha casa de estudios. la solicitud, la realiza un agente de recursos humanos del organismo en el cual trabajo. saludos cordiales.  ",3,2,2,1,2017,1,2,1,1,1,5,4,249,0.0,0.8192771084337349,0,41,22,0.8292682926829268,0.02008032128514056,3,0
"hola, queria saber si tengo que hacer algun tramite para que me acrediten la sube tambien este año  con el beneficio del boleto estudiantil, porque llame a sube y me dijeron que tengo que hablar con la universidad, pero yo ya tengo el beneficio asignado dice en mi perfil, tengo que llenar algun papel o algo? ",2,2,4,1,2018,1,6,3,1,0,3,4,310,0.0,0.8,0,58,31,0.7413793103448276,0.016129032258064516,1,0
"queria una nueva clave ya que la mia no me deja ingresar a consultar las fechas de finales, y cuando quise crear otra clave dice que estoy inhabilitado. muchas gracias, espero su respuesta ",2,2,12,2,2016,1,6,3,1,1,3,6,189,0.0,0.8095238095238095,0,34,17,0.9411764705882352,0.015873015873015872,1,0
no me deja ingresar a las materias con mi número de documento ni tampoco contraseña.  ,6,1,7,1,2019,1,8,0,0,0,52,13,86,0.0,0.8023255813953488,1,17,11,0.9411764705882352,0.011627906976744186,1,0
hola quisiera saber  que materias puedo cursar el segundo cuatrimestre  ,0,3,5,1,2016,3,1,1,1,1,52,6,72,0.0,0.8333333333333334,0,13,6,0.8461538461538461,0.0,1,0
queria saber cuando voy a poder ingresar a mi legajo para poder ver si me puedo anotar en las materias ,2,3,12,2,2016,3,4,0,0,1,54,6,103,0.0,0.8058252427184466,0,21,11,0.9047619047619048,0.0,1,0
"buenas tardes, cuando quiero hacer el trámite para el boleto estudiantil provincial me dice que ya tengo un beneficio otorgado pero nunca recibi nada, como puedo averiguar porque el error?, ",0,1,6,1,2019,1,2,2,1,0,54,6,190,0.0,0.8210526315789474,1,31,12,0.935483870967742,0.021052631578947368,1,0
no puedo ingresar a mi cuenta porque olvide mi clave ni al aula virtual  ,0,1,8,2,2018,3,8,4,1,0,5,4,73,0.0,0.7945205479452054,0,16,9,0.875,0.0,1,0
"hola. quisiera consultar sobre el estado de mi tarjeta sube. cuando consulto en la pagina aparece el mensaje de que ya obtuve el beneficio, pero no recuerdo con que tarjeta lo obtuve, ya que hice el traite hace un año. podrian verificar por favor si ya poseo el beneficio?, como puedo hacer para acceder a esa informacion?. muchisimas gracias.  ",3,2,8,2,2018,3,1,2,1,1,5,4,345,0.0,0.7971014492753623,0,61,32,0.819672131147541,0.028985507246376805,5,0
