Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase
buenas tardes, queria hacerles una consulta, estoy intentando hacer la solicitud para inscribirme en las materias para el primer cuatrimestre y me dice que no puedo. como podria solucionarlo ? muchas gracias. |0|3|2|1|2019|3|8|0|0|1|27|gmail|Requisitos de Ingreso
hola que tal? mi problema es que por razones personales tuve que dejar inef en el segundo cuatrimestre y no puedo ingresara a mi perfil. para ver mi situaciones academica. quiero saber si puedo rendir aunque sea una materia de manera libre, pero me dice: el estudiante no cumple con los requisitos para ingresar al sistema. espero respuesta y muchas gracias! |2|1|12|2|2016|1|7|3|1|1|43|gmail|Requisitos de Ingreso
hola disculpe las molestias pero quería consultar porque no me deja entrar al perfil de estudiante , me dice que el estudiante no cumple los requisitos necesarios para ingresar . y nose porque es , gracias  |1|4|11|2|2018|0|7|4|1|0|5|hotmail|Requisitos de Ingreso
hola, disculpen las molestias. tengo el problema de que a la hora de anotarme en las materias me aparece que no cumplo con los requisitos. &iquest;qué debo hacer? &iquest;acercarme a la administración o en caso de la de algún documento entregarlo y esperar 24hs para anotarme en las materias? |0|3|2|1|2019|3|8|0|0|1|54|gmail|Requisitos de Ingreso
&iquest;por qué no me puedo anotar a las materias de primer año? &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; |1|3|2|1|2019|3|8|0|0|1|54|gmail|Requisitos de Ingreso
hola, por que la página me dice que no cumplo los requisitos para la incriocion a la cursada si yo me inscribi en octubre |0|3|2|1|2019|1|8|0|0|1|18|gmail|Requisitos de Ingreso
buenas tardes, quería consultar porque cuando pongo la solicitud de inscripción no me deja anotarme. gracias! espero su respuesta |0|3|2|1|2019|2|7|0|0|1|43|gmail|Requisitos de Ingreso
hola! quiero entrar a mi perfil de estudiante y me dice xe2x80x9cel estudiante no cumple con los requisitos para ingresar al sistemaxe2x80x9d. no se por qué. antes podía ingresar sin problemas. |1|4|11|2|2018|2|6|4|1|0|27|gmail|Requisitos de Ingreso
que requizito me falta para cursar las materias? |1|4|2|1|2019|1|8|0|0|1|3|hotmail|Requisitos de Ingreso
hola buen dia, mi consulta es porque al querer ingresar a la inscripcion de la cursada, me aprece un cartel que dice que no cumplo con los requisios desde ya muchas gracias, saludos coordiales |0|3|2|1|2019|0|4|0|0|1|4|gmail|Requisitos de Ingreso
hola no puedo ingresar a mi perfil cada vez que pongo mi clave dice estudiante inhabilitado y quiero saber por que no puedo ingresar gracias  |2|1|12|2|2016|1|6|3|1|1|5|gmail|Requisitos de Ingreso
buen día una consulta, cuando quiero inscribirme en las materias me sale un cartel que dice que no cumplo con los requisitos. porque? que hago? muchas gracias |0|3|2|1|2019|0|8|0|0|1|54|gmail|Requisitos de Ingreso
porque no puedo anotarme a las materias? |0|3|2|1|2019|1|8|0|0|0|54|hotmail|Requisitos de Ingreso
buenos dias, curse la materia contabilidad superior, quedando regular y no me permite acceder al sistema para anotarme, gracias |2|1|12|2|2018|1|1|4|1|1|54|gmail|Requisitos de Ingreso
motivo regularización de estudiante,  ya que no puedo inscribirme a alguna materia hace varias semanas |6|3|3|1|2019|2|3|1|1|1|55|gmail|Reincorporación
hola, quiero saber como tengo que hacer para continuar la carrera tec.en comer exterior, y si me reconocen todas las materias aprobadas,estando libre. muchas gracias  |6|2|3|1|2016|3|2|1|1|1|24|hotmail|Reincorporación
quiero ingresar a mi perfil y me aparece una leyenda diciendo que no estoy regular en la carrera y que tramite vía web la reincorporación, solo no me anoté en el primer cuatrimestre porque no era necesario y quiero cursar el segundo cuatrimestre  |0|5|7|1|2019|1|3|2|1|0|43|hotmail|Reincorporación
hola queria saber por una reincorporacion ya mande el mensaje pasaron las 24 hs y no se me abilito el usuario nueva mente |1|1|3|1|2019|1|4|2|1|1|17|gmail|Reincorporación
buenas noches: mi condicion es libre. necesito saber que debo hacer para volver a anotarme en las cursadas. gracias |0|4|1|1|2017|3|3|1|1|1|3|hotmail|Reincorporación
solicito la reincorporacion al sistema, se me vencio la solicitud.  gracias!  |1|4|4|1|2018|2|2|2|1|1|6|hotmail|Reincorporación
hola. quería consultarles la razón por la que perdí la regularidad. yo después de mucho tiempo sin poder ir a la universidad me re-inscribí a finales de 2017 y comencé en el 2018. pude cursar un par de materias pero las tuve que dejar por poco tiempo para estudio. espero su respuesta.si la respuesta es vía mail mejor para mi, ya que estoy trabajando de 8 a 18hs. muchas gracias. matias. |6|3|3|1|2019|3|2|1|1|1|1|hotmail|Reincorporación
en esta via de comunicacion figuro como libre me falta rendir planeamiento para finalizar la carrera en cs de la educacion necesito inscribirme en julio consulte la regularidad y figuraba hasta febrero de. 2018 que debo reañizar para inscribirme en la materia |4|2|12|2|2017|2|1|1|1|1|0|hotmail|Reincorporación
necesito informacion sobre mi situacion academica materias aprobadas y condicion  |5|2|10|2|2019|3|1|0|0|0|15|yahoo|Reincorporación
buen día, el día sábado quise ingresar a mi usuario pero figuro como alumno no regular de la carrera, quisiera saber cual es el motivo por el cual se me dio de baja de la carrera. ultima materia cursada: segundo cuatrimestre 2016 quedando regular.  |0|3|4|1|2017|0|4|1|1|1|43|hotmail|Reincorporación
no puedo ingresar a mi perfil de estudiante  |2|4|2|1|2018|3|4|2|1|1|54|gmail|Reincorporación
buenas tardes, quiero inscribirme a las materias de la licenciatura de historia, tengo número de legajo pero no me deja acceder puesto que no pude cursar ninguna materia por lo que quede como &quot;estudiante libre&quot;, quisiera saber si me podría inscribir a las materias porque esta vez podría cursar las mismas, saludos. |4|4|2|1|2017|2|3|1|1|1|6|gmail|Reincorporación
hola buenas tardes, quiero ingresar a mi situación académica y no logro ingresar. primero me dice que la contraseña o el legajo no corresponde y ahora me dice que ya no soy alumno regular. quiero inscribirme para la mesa de mayo como debo hace? desde ya muchas gracias  |3|1|5|1|2018|1|2|3|1|1|15|gmail|Reincorporación
mi motivo de consulta es por mi reincorporación, lo hice dos veces y no tengo una respuesta, y quisiera saber los motivos. muchas gracias |4|4|2|1|2017|1|1|1|1|1|4|yahoo|Reincorporación
buenas tardes. consulto por mi situación academica, hasta cuando tengo la regularidad, y si en caso que la pierda qué trámites debo hacer? gracias saludos cordiales |1|3|2|1|2018|1|2|3|1|1|54|outlook|Reincorporación
buen día! deseo obtener información sobre mi situación academica. deseo para el año próximo retomar la carrera y quisiera saber si aún tengo opciones y cuales son los pasos a seguir. desde ya muchas gracias lorena rosati |4|1|10|2|2015|1|1|1|1|1|3|hotmail|Reincorporación
buenos dias, hace varios años atras fui estudiante de la carrera licenciatura en adm., en el dia de hoy intento hacer la inscripcion mediante la pag web pero no tuve exito, aun sirve la inscripcion que hice en su momento?  saludos cordiales. |4|3|10|2|2015|0|1|0|0|1|54|gmail|Reincorporación
buenas el otro día fui a la universidad para saber que materias aprobé, trate de ingresar por la web pero no me permite, mi numero de legajo 70325, mi dni 26339050 como tendría que proceder de ahora en mas? desde ya muchas gracias. |0|2|7|1|2016|3|1|1|1|1|3|gmail|Reincorporación
estimados, quisiera saber si es posible mi re incripcion en la carrera de lic, en ciencias de la educacion para el segundo cuatrimestre. yo me inscribi hace varios años y no puede cursar y es mi deseo poder comenzar. gracias |2|2|3|1|2016|2|1|0|0|1|4|gmail|Reincorporación
para poder reincribirme |5|2|3|1|2018|3|4|2|1|1|5|hotmail|Reincorporación
ingreso a la pagina con mi legajo 77344 y como clave mi dni por ser primer ingreso.  la página arroja el error el estudiante no cumple con los requisitos para ingresar al sistema.  por medio de la pagina deseo comenzar a tramitar el título de licenciada.  qué debería hacer?  |6|3|4|1|2017|2|2|1|1|1|5|yahoo|Reincorporación
no puedo ingresar como estudiante para obtener un certificado de alumno regular. ya me paso el año paso por lo que me acerque a la sede de lujan y supuestamente esta solucionado. aun sigo sin poder ingresar y necesito ese certificado |3|1|3|1|2017|2|2|1|1|1|5|hotmail|Reincorporación
quiero ingresar al perfil-estudiante, ingreso el legajo y clave y aparece: &quot;el estudiante no cumple con los requisitos&quot;. esto me impide la inscripción vía web para exámenes finales. esto se puede solucionar, me podría indicar los pasos a seguir? |6|3|6|1|2016|3|1|1|1|1|54|yahoo|Reincorporación
estimados, no puedo inscribirme a las cursadas de la licenciatura en historia, ya que, al realizar los pasos correspondientes me dice que estoy en condición de libre.  a la espera de una respuesta favorable, desde ya muchas gracias, alberto. |2|4|2|1|2018|3|1|1|1|1|6|yahoo|Reincorporación
hola, quería consultarles por la reinscripción en la carrera de ing. agronómica. y también por las materias aprobadas si las tengo que recursar (taller de agronomia y elementos de matemática) gracias, saludos |5|2|2|1|2018|3|2|1|1|1|2|yahoo|Reincorporación
no puedo inscribirme |5|1|3|1|2019|1|2|2|1|1|27|hotmail|Reincorporación
no puedo inscribirme  a las materias del  primer cuatrimestre. |5|1|3|1|2019|2|5|2|1|1|2|gmail|Reincorporación
hola ,ingrese a la unlu en la carrera licenciatura en ciencias de la educación en el año 2002,y nuevamente 2015 ,en la cede de san miguel en el año,2016 y 2018,ahora quería realizar el reingreso ,desde ya muchas gracias |0|1|3|1|2019|2|1|1|1|1|4|gmail|Reincorporación
quiero inscribirme a materias. hace 5 años deje de estudiar, y quisiera retomar |1|1|3|1|2019|1|3|1|1|1|54|hotmail|Reincorporación
estimados buenas tardes, el motivo de mi consulta es para saber que gestión se necesita hacer para volver a retomar mi carrera inconclusa , ya que he visto que no figuro como alumno regular en dicha universidad. desde ya muchas gracias por su atención. saludos |3|5|5|1|2018|2|1|1|1|1|27|outlook|Reincorporación
el sistema sigue rechazado mi legajo y    clave. por lo cual me impide inscribirme a las materias correspondientes al primer cuatrimestre |2|1|3|1|2019|3|5|2|1|1|2|gmail|Reincorporación
buenos días, me comunico con usted porque me aparece, al entrar a mi situación académica, que no me encuentro regular en la carrera y que tenia un tramite pendiente para regularizarla y que me mandaron un mail.  queria saber porque me aparece eso y el mail nunca lo recibi en ningun lado ni en spam  |0|2|3|1|2019|0|4|2|1|0|43|hotmail|Reincorporación
hola. hay posibilidades de anotarme a materias para arrancar este cuatrimestre? empece hace aprox tres años pero deje. podría reincorporarme?  gracias! |0|3|2|1|2019|0|4|2|1|0|54|hotmail|Reincorporación
como tengo que hacer para reinscribirme , para poder comenzar el segundo semestre |0|2|8|2|2016|2|5|2|1|1|8|gmail|Reincorporación
cómo tengo que hacer una reincorporación vía web? |1|1|3|1|2019|3|7|3|1|1|54|gmail|Reincorporación
quisiera reencribirme en materias que tengo pendiente para cursar pero no me es posible. desearía regularizar situación  |3|4|2|1|2019|2|2|1|1|1|27|hotmail|Reincorporación
buen dia. necesito regularizarme y saber si voy a poder anotarme en alguna cursada debo generar una nueva clave y contraseña? muchas gracias |2|2|3|1|2019|1|1|3|1|1|5|hotmail|Reincorporación
estaba haciendo una carrera ahy...luego deje...quiero inscribirme  |6|1|5|1|2019|0|2|0|0|1|0|gmail|Reincorporación
quería consultar porque no me deja ingresar a mi cuenta, me quiero anotar en materias y  ya se me pasa el tiempo de inscripción... gracias  |0|1|3|1|2019|3|4|2|1|1|3|gmail|Reincorporación
hola, quisiera saber si ya me pude reescribir a la carrera de licenciatura en trabajo social,, muchísimas gracias!!!!  |1|1|3|1|2019|3|2|2|1|1|5|gmail|Reincorporación
he perdido la condición de regular, quiero saber que trámite debo hacer para regularizarme |0|2|4|1|2019|1|1|2|1|1|4|hotmail|Reincorporación
quiero seguir con la carrera que comense hace unos años, cuando puedo pasar y como hago para reingresar?? |5|2|12|2|2015|3|2|1|1|1|3|live|Reincorporación
no puedo inscribirme a las materias de este cuatrimestre  |2|1|3|1|2019|3|4|2|1|1|3|hotmail|Reincorporación
buenas tardes quería consultar que debo hacer que tramite para volver a ser alumna regular de la carrera licenciatura en administracion. mi condicion es libre , y quiero retomar por favor. gracias saludos  |0|2|8|2|2017|2|2|1|1|1|3|hotmail|Reincorporación
hola. quiero saber en que condición estoy para retomar la carrera. ya estuve libre y no se si me puedo reinscribir. en caso de no poder, &iquest;como hago para no perder lo cursado? gracias. |3|3|2|1|2019|0|1|1|1|1|27|gmail|Reincorporación
quisiera obtener la regularidad para poder rendir los finales que tengo pendientes,. gracias |4|1|3|1|2019|1|2|1|1|1|54|hotmail|Reincorporación
buenas! quise anotarme a materias pero no pude acceder a mi cuenta, me figura libre. cómo regularizo mi situación? puedo hacerlo online o debo ir a mi centro regional? desde ya muchas gracias! |3|1|3|1|2019|0|2|1|1|0|5|yahoo|Reincorporación
buenos dias les envio esta consulta debido a que hace unos días que intento entrar a mi usuario pero no logro hacerlo, actualicé mi clave pero ni siquiera haciendo eso pude entrar. quisiera saber si hay una solución o a qué se debe esto. muchas gracias, espero su respuesta. |5|5|7|1|2017|0|5|2|1|0|43|yahoo|Problemas con la Clave
no puedo ingresar a mi cuenta porque olvide mi clave ni al aula virtual  |0|1|8|2|2018|3|8|4|1|0|5|gmail|Problemas con la Clave
hola no puedo ingresar al perfil de estudiante para anotarme a final de elementos |5|4|6|1|2017|3|1|2|1|1|54|hotmail|Problemas con la Clave
no me deja acceder a mi usuario para información académica... me pide q genere una clave y cuando la ingreso me dice no valido |0|1|3|1|2016|3|3|3|1|1|43|luve|Problemas con la Clave
no puedo reestablecer mi clave de mi perfil y necesito entrar |3|4|3|1|2016|1|5|2|1|1|3|hotmail|Problemas con la Clave
buenas tardes,intento ingresar a mi perfil y me dice que mi clave ha caducado al intentar formular una clave nueva no me agarra los datos,queria saber como puedo solucionar este inconveniente,gracias! |6|1|3|1|2018|1|5|3|1|1|5|hotmail|Problemas con la Clave
hola buenas noches estoy intentando desde temprano ingresar a mi perfil para anotarme a la cursada y no me deja dice que el legajo y contraseña estan mal.. desde el celular puedo ingresar pero no me deja anotarme. |1|1|2|1|2018|3|4|3|1|1|43|gmail|Problemas con la Clave
buen dia pedi la solicitud de reinscripcion en la universidad,aproximadamente hace dos meses,con respuesta inmediata y positiva.el problema es que cuando quiero ingresar desde el perfil de estudiante me sale una leyenda que dice que no me encuentro regular en la carrera. |2|5|6|1|2016|0|2|1|1|1|5|hotmail|Problemas con la Clave
recuperar contraseña |2|3|2|1|2018|2|8|3|1|1|41|gmail|Problemas con la Clave
buen dia:         mi consulta es porque no me acuerdo la contraseña para entrar a mi situacion academica y cuando me fijo en mi correo electronico, no me llega el mensaje que se reestablecio mi contraseña.         si pueden contestarme a la brevedad,se los agradeceria. |2|4|9|2|2015|0|3|2|1|1|3|outlook|Problemas con la Clave
